course_id,course_name,semester_range,n_semesters,avg_final_grade,total_students,avg_pass_pct,avg_general_rank,n_general_rank,hist_url,cf_url
00160210,גלי מים,201701 to 202301,2,83.841,44,100.000,2.000,1,https://michael-maltsev.github.io/technion-histograms/00160210/,https://cheesefork.cf/?course=00160210&semester=202501
00160211,הידרולוגיה של נגר על קרקעי,202002 to 202102,2,81.000,25,92.000,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160211/,https://cheesefork.cf/?course=00160211&semester=202502
00160220,נושאים באוקינוגרפיה פיסיקלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160220/,https://cheesefork.cf/?course=00160220&semester=202401
00160223,"הידרולוגיה של מי תהום: זרימה, הסעת מומסים ושיקום",202002 to 202202,2,87.821,28,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160223/,https://cheesefork.cf/?course=00160223&semester=202502
00160302,זיהום אויר,201602 to 202402,8,80.327,190,98.884,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160302/,https://cheesefork.cf/?course=00160302&semester=202501
00160303,מעבדה לאיכות האויר,202002 to 202002,1,88.083,12,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160303/,https://cheesefork.cf/?course=00160303&semester=202502
00160304,פיסיקה מתקדמת של האטמוספירה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160304/,https://cheesefork.cf/?course=00160304&semester=202501
00160306,זיהום אויר,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160306/,https://cheesefork.cf/?course=00160306&semester=202502
00160328,הפרדה ממברנלית בטיפול בשפכים,201701 to 202102,3,89.180,50,100.000,3.750,4,https://michael-maltsev.github.io/technion-histograms/00160328/,https://cheesefork.cf/?course=00160328&semester=202402
00160329,הידרוביולוגיה,201701 to 202401,6,87.458,147,97.224,4.333,3,https://michael-maltsev.github.io/technion-histograms/00160329/,https://cheesefork.cf/?course=00160329&semester=202501
00160336,טכנולוגיות לניהול משאבי אויר,202101 to 202101,1,85.500,10,100.000,1.500,2,https://michael-maltsev.github.io/technion-histograms/00160336/,https://cheesefork.cf/?course=00160336&semester=202501
00160337,אלקטרוכימיה סביבתית,201902 to 202202,3,82.714,40,97.450,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160337/,https://cheesefork.cf/?course=00160337&semester=202402
00160338,טכנולוגיות טיפול בפסולת מוצקה,,0,,,,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160338/,https://cheesefork.cf/?course=00160338&semester=202501
00160339,גורל מזהמים אנתרופוגנים בסביבה,202001 to 202201,3,82.735,34,94.118,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160339/,https://cheesefork.cf/?course=00160339&semester=202501
00160403,מבוא למכניקת הסלע,201901 to 201901,1,79.500,12,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160403/,https://cheesefork.cf/?course=00160403&semester=202401
00160421,חקירות שדה בגיאומכניקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160421/,https://cheesefork.cf/?course=00160421&semester=202502
00160503,קיים של חומרי בנייה ומבנים,201901 to 202402,4,86.097,148,94.541,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160503/,https://cheesefork.cf/?course=00160503&semester=202501
00160504,אבטחת איכות ובקרת איכות בבנייה,201801 to 202501,8,90.847,746,99.865,5.000,5,https://michael-maltsev.github.io/technion-histograms/00160504/,https://cheesefork.cf/?course=00160504&semester=202501
00160505,בנייה בעץ,201901 to 202101,3,87.313,64,100.000,4.667,3,https://michael-maltsev.github.io/technion-histograms/00160505/,https://cheesefork.cf/?course=00160505&semester=202501
00160513,קיימות בבנייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160513/,https://cheesefork.cf/?course=00160513&semester=202502
00160619,תכן טפסות לבטון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160619/,https://cheesefork.cf/?course=00160619&semester=202501
00160630,"מבוא לניתוח השקעות בשוק הנדל""ן",202102 to 202202,2,89.538,26,100.000,4.000,2,https://michael-maltsev.github.io/technion-histograms/00160630/,https://cheesefork.cf/?course=00160630&semester=202501
00160709,"התכנון העירוני, האזורי והארצי וההשפעה התחבורתית עליו",201901 to 202401,6,89.425,339,99.389,5.000,2,https://michael-maltsev.github.io/technion-histograms/00160709/,https://cheesefork.cf/?course=00160709&semester=202501
00160713,בקרה אופטימלית,201802 to 202202,2,77.329,57,100.000,4.000,1,https://michael-maltsev.github.io/technion-histograms/00160713/,https://cheesefork.cf/?course=00160713&semester=202502
00160715,יישום למידת מכונה בתכנון תחבורה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160715/,https://cheesefork.cf/?course=00160715&semester=202502
00160801,חשבון תאום 2,201901 to 201901,1,84.812,16,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160801/,https://cheesefork.cf/?course=00160801&semester=202501
00160815,פוטוגרמטריה ספרתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160815/,https://cheesefork.cf/?course=00160815&semester=202502
00160818,היבטים בקדסטר מודרני,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160818/,https://cheesefork.cf/?course=00160818&semester=202502
00160819,מיפוי ימי מתקדם,201901 to 202201,4,84.687,67,97.006,,0,https://michael-maltsev.github.io/technion-histograms/00160819/,https://cheesefork.cf/?course=00160819&semester=202501
00160820,חישה מרחוק למיפוי סביבתי,202102 to 202102,1,97.250,12,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160820/,https://cheesefork.cf/?course=00160820&semester=202502
00160828,עקרונות בהערכת שווי מקרקעין,201902 to 202301,3,85.750,48,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160828/,https://cheesefork.cf/?course=00160828&semester=202501
00160829,סדנה בהערכת שווי מקרקעין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160829/,https://cheesefork.cf/?course=00160829&semester=202502
00160831,גיאו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160831/,https://cheesefork.cf/?course=00160831&semester=202402
00160833,שירותים מבוססי מיקום,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160833/,https://cheesefork.cf/?course=00160833&semester=202502
00160834,סדנא בפיתוח מערכות מידע גיאוגרפי,201901 to 201901,1,88.000,12,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/00160834/,https://cheesefork.cf/?course=00160834&semester=202501
00160835,היבטים נומריים בפתרון תצלומים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00160835/,https://cheesefork.cf/?course=00160835&semester=202402
00160837,למידת מכונה בהנדסה גיאו,202301 to 202301,1,87.071,14,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00160837/,https://cheesefork.cf/?course=00160837&semester=202502
00170001,מערכות אקולוגיות,201802 to 202102,2,91.820,50,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/00170001/,https://cheesefork.cf/?course=00170001&semester=202502
00170003,מערכות ובקרה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00170003/,https://cheesefork.cf/?course=00170003&semester=202502
00170012,פיזיקה של סביבה נקבובית,202002 to 202002,1,82.417,12,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00170012/,https://cheesefork.cf/?course=00170012&semester=202502
00170022,תהליכים ביולוגיים בהנדסת סביבתית,201701 to 202101,4,85.586,99,99.040,3.800,5,https://michael-maltsev.github.io/technion-histograms/00170022/,https://cheesefork.cf/?course=00170022&semester=202402
00170033,מבוא לכמומטריה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00170033/,https://cheesefork.cf/?course=00170033&semester=202502
00170036,מבוא לחקלאות מדייקת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00170036/,https://cheesefork.cf/?course=00170036&semester=202402
00180002,אתיקה בהנדסה,202001 to 202301,2,88.072,38,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00180002/,https://cheesefork.cf/?course=00180002&semester=202401
00180104,נושאים בה. מבנים: אופטימיזציה טופ,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180104/,https://cheesefork.cf/?course=00180104&semester=202402
00180105,אופטימיזציה טופולוגית של מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180105/,https://cheesefork.cf/?course=00180105&semester=202502
00180106,נושאים נבחרים בהנדסת מבנים: אי ודאות באנליזה ותכן של מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180106/,https://cheesefork.cf/?course=00180106&semester=202502
00180121,עקרונות היציבות של מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180121/,https://cheesefork.cf/?course=00180121&semester=202401
00180130,סמינר מתקדם בהנדסת מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180130/,https://cheesefork.cf/?course=00180130&semester=202501
00180139,נושאים באופטימיזציה טכנולוגית,202201 to 202201,1,87.500,22,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00180139/,https://cheesefork.cf/?course=00180139&semester=202401
00180140,נושאים נבחרים במבני פלדה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180140/,https://cheesefork.cf/?course=00180140&semester=202502
00180141,בקרת מבנים תחת עומסים דינמיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180141/,https://cheesefork.cf/?course=00180141&semester=202401
00180142,"תכנון בר קייא של מבנים, תשתיות וערים",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180142/,https://cheesefork.cf/?course=00180142&semester=202402
00180417,חלחול ויציבות מדרונות,201902 to 201902,1,83.500,10,100.000,2.000,1,https://michael-maltsev.github.io/technion-histograms/00180417/,https://cheesefork.cf/?course=00180417&semester=202501
00180418,מבנים תומכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180418/,https://cheesefork.cf/?course=00180418&semester=202401
00180420,מכניקת הקרקע מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180420/,https://cheesefork.cf/?course=00180420&semester=202502
00180501,הערכת מחזור חיים במערכות הנדסה אזרחית וסביבתית,202401 to 202401,1,94.727,11,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/00180501/,https://cheesefork.cf/?course=00180501&semester=202501
00180503,שיטות ניסוי מתקדמות בחומרי בניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180503/,https://cheesefork.cf/?course=00180503&semester=202501
00180504,טכנולוגיה של בניה מבטון טרום,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180504/,https://cheesefork.cf/?course=00180504&semester=202502
00180506,בצוע וטכנולוגיה של עבודות בטון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180506/,https://cheesefork.cf/?course=00180506&semester=202402
00180600,ייזום ובדיקת כדאיות פרויקטים הנדסיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180600/,https://cheesefork.cf/?course=00180600&semester=202502
00180601,ניהול חברת בנייה,202001 to 202001,1,84.000,14,100.000,,0,https://michael-maltsev.github.io/technion-histograms/00180601/,https://cheesefork.cf/?course=00180601&semester=202501
00180603,ניהול פיננסי בחברת בניה,201802 to 202002,2,81.963,27,96.296,,0,https://michael-maltsev.github.io/technion-histograms/00180603/,https://cheesefork.cf/?course=00180603&semester=202502
00180610,נ בניהול הבניה: אינפורמטיקה בבניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180610/,https://cheesefork.cf/?course=00180610&semester=202502
00180616,אספקטים משפטיים בבניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180616/,https://cheesefork.cf/?course=00180616&semester=202501
00180623,סמינר מתקדם בניהול הבנייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180623/,https://cheesefork.cf/?course=00180623&semester=202502
00180703,סמינר מתקדם בהנדסת תחבורה ודרכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180703/,https://cheesefork.cf/?course=00180703&semester=202501
00180706,תכנון תחבורה מבוסס פעילויות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180706/,https://cheesefork.cf/?course=00180706&semester=202502
00180707,הערכת פרוייקטים תחבורתיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180707/,https://cheesefork.cf/?course=00180707&semester=202502
00180708,מודלים מתקדמים בתכנון התחבורה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180708/,https://cheesefork.cf/?course=00180708&semester=202502
00180709,מודלים בסימולצית תעבורה,,0,,,,1.000,1,https://michael-maltsev.github.io/technion-histograms/00180709/,https://cheesefork.cf/?course=00180709&semester=202501
00180710,הנדסת מערכות אזרחיות וערים חכמות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180710/,https://cheesefork.cf/?course=00180710&semester=202502
00180814,אנליזה של רשתות גיאודטיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180814/,https://cheesefork.cf/?course=00180814&semester=202401
00180816,אנליזה טופוגרפית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180816/,https://cheesefork.cf/?course=00180816&semester=202401
00180819,חישה מרחוק רב מימדית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/00180819/,https://cheesefork.cf/?course=00180819&semester=202502
